Phase	Elements	method	oldorder	neworder	rowmode	esteps	asteps	err
2450	60	quick	reverse	revfwd	single	110	102	0.08
2451	60	random	revfwd	interleave	single	870	870	0.00
2452	60	dinsertion	interleave	fwdrev	single	870	870	0.00
2453	60	merge	fwdrev	revfwd	single	30	30	0.00
2454	20	dinsertion	revfwd	fwdrev	single	100	100	0.00
2455	20	swap	fwdrev	revfwd	single	48	46	0.04
2456	20	merge	revfwd	fwdrev	single	10	10	0.00
2457	40	evenodd	fwdrev	revfwd	zipper	39	39	0.00
2458	20	random	revfwd	forward	zipper	80	80	0.00
2459	20	swap	fwdrev	revfwd	rightleft	44	47	0.07
2460	20	dinsertion	revfwd	fwdrev	rightleft	90	90	0.00
2461	60	insertion	fwdrev	revfwd	rightleft	870	870	0.00
2462	60	insertion	reverse	revfwd	zipper	840	840	0.00
2463	60	swap	revfwd	fwdrev	zipper	199	203	0.02
2464	180	merge	fwdrev	forward	zipper	178	178	0.00
2465	180	evenodd	forward	fwdrev	zipper	178	178	0.00
2466	60	selection	fwdrev	reverse	zipper	840	840	0.00
2467	60	dinsertion	reverse	revfwd	zipper	840	840	0.00
2468	20	insertion	revfwd	reverse	zipper	80	80	0.00
2469	20	triple	reverse	revfwd	zipper	13	13	0.00
2470	20	triple	revfwd	fwdrev	zipper	19	19	0.00
2471	60	dinsertion	fwdrev	reverse	zipper	840	840	0.00
2472	30	insertion	reverse	forward	single	435	435	0.00
2473	60	selection	forward	reverse	single	1770	1770	0.00
2474	60	random	reverse	interleave	single	900	900	0.00
2475	60	selection	interleave	fwdrev	single	870	870	0.00
2476	60	merge	fwdrev	forward	single	58	58	0.00
2477	180	swap	forward	interleave	single	864	898	0.04
2478	180	selection	interleave	revfwd	single	8010	8010	0.00
2479	60	evenodd	revfwd	random	single	51	51	0.00
2480	60	insertion	random	forward	single	892	894	0.00
2481	60	quick	forward	interleave	single	97	102	0.05
2482	60	evenodd	interleave	reverse	single	59	59	0.00
2483	30	selection	reverse	interleave	single	225	225	0.00
2484	30	merge	interleave	fwdrev	single	31	30	0.03
2485	60	swap	fwdrev	reverse	zipper	143	146	0.02
2486	120	insertion	reverse	forward	zipper	6960	6960	0.00
2487	120	insertion	forward	fwdrev	zipper	3480	3480	0.00
2488	60	evenodd	fwdrev	forward	zipper	58	58	0.00
2489	20	insertion	forward	fwdrev	zipper	80	80	0.00
2490	10	selection	fwdrev	forward	single	20	20	0.00
2491	20	swap	forward	interleave	single	39	40	0.03
2492	20	selection	interleave	fwdrev	single	90	90	0.00
2493	40	selection	fwdrev	reverse	zipper	360	360	0.00
2494	40	dinsertion	reverse	forward	zipper	720	720	0.00
2495	80	quick	forward	revfwd	zipper	130	131	0.01
2496	240	random	revfwd	reverse	zipper	14160	14160	0.00
2497	120	swap	reverse	fwdrev	zipper	456	478	0.05
2498	120	dinsertion	fwdrev	forward	zipper	3480	3480	0.00
2499	60	insertion	forward	interleave	single	870	870	0.00
2500	60	quick	interleave	reverse	single	107	112	0.05
2501	30	triple	reverse	revfwd	single	20	20	0.00
2502	30	evenodd	revfwd	reverse	single	28	28	0.00
2503	30	evenodd	reverse	interleave	single	29	29	0.00
2504	30	insertion	interleave	fwdrev	single	210	210	0.00
2505	60	random	fwdrev	reverse	zipper	840	840	0.00
2506	60	triple	revfwd	fwdrev	rightleft	59	59	0.00
2507	60	evenodd	fwdrev	revfwd	rightleft	59	59	0.00
2508	60	selection	revfwd	fwdrev	rightleft	870	870	0.00
2509	60	insertion	fwdrev	revfwd	rightleft	870	870	0.00
2510	20	selection	revfwd	fwdrev	rightleft	90	90	0.00
2511	20	triple	fwdrev	revfwd	rightleft	19	19	0.00
2512	20	triple	reverse	fwdrev	zipper	13	14	0.07
2513	20	triple	fwdrev	reverse	zipper	14	14	0.00
2514	20	triple	reverse	fwdrev	zipper	13	14	0.07
2515	20	quick	fwdrev	forward	zipper	17	15	0.12
2516	20	evenodd	forward	reverse	zipper	20	20	0.00
2517	20	dinsertion	reverse	fwdrev	zipper	80	80	0.00
2518	20	insertion	fwdrev	forward	zipper	80	80	0.00
2519	20	random	forward	reverse	zipper	160	160	0.00
2520	20	quick	reverse	revfwd	zipper	22	19	0.15
2521	20	merge	revfwd	fwdrev	zipper	10	10	0.00
2522	10	evenodd	fwdrev	random	single	7	8	0.13
2523	10	merge	random	interleave	single	8	7	0.13
2524	10	swap	interleave	forward	single	12	14	0.15
2525	20	insertion	fwdrev	revfwd	rightleft	90	90	0.00
2526	20	dinsertion	revfwd	fwdrev	rightleft	90	90	0.00
2527	60	random	fwdrev	revfwd	rightleft	870	870	0.00
2528	20	insertion	revfwd	fwdrev	rightleft	90	90	0.00
2529	20	selection	fwdrev	revfwd	rightleft	90	90	0.00
2530	20	quick	revfwd	fwdrev	rightleft	24	23	0.04
2531	20	random	fwdrev	revfwd	rightleft	90	90	0.00
2532	20	triple	reverse	forward	zipper	20	19	0.05
2533	40	triple	forward	revfwd	zipper	26	27	0.04
2534	20	evenodd	revfwd	forward	zipper	19	19	0.00
2535	10	triple	forward	reverse	single	10	9	0.11
2536	30	random	reverse	forward	single	435	435	0.00
2537	30	merge	forward	reverse	single	29	29	0.00
2538	30	swap	reverse	revfwd	single	75	82	0.09
2539	90	insertion	revfwd	reverse	single	1980	1980	0.00
2540	90	evenodd	reverse	forward	single	90	90	0.00
2541	90	triple	forward	fwdrev	single	60	60	0.00
2542	90	triple	fwdrev	random	single	50	49	0.02
2543	90	merge	random	interleave	single	121	114	0.06
2544	90	swap	interleave	reverse	single	338	345	0.02
2545	90	insertion	reverse	interleave	single	2025	2025	0.00
2546	90	quick	interleave	fwdrev	single	174	172	0.01
2547	180	triple	fwdrev	reverse	zipper	121	121	0.00
2548	180	random	reverse	revfwd	zipper	7920	7920	0.00
2549	360	evenodd	revfwd	reverse	zipper	358	358	0.00
2550	120	random	reverse	revfwd	zipper	3480	3480	0.00
2551	360	selection	revfwd	reverse	zipper	32040	32040	0.00
2552	360	quick	reverse	fwdrev	zipper	784	778	0.01
2553	720	insertion	fwdrev	revfwd	zipper	128880	128880	0.00
2554	360	selection	revfwd	fwdrev	single	32400	32400	0.00
2555	360	evenodd	fwdrev	revfwd	single	359	359	0.00
2556	360	random	revfwd	interleave	single	32220	32220	0.00
2557	360	selection	interleave	revfwd	single	32220	32220	0.00
2558	360	merge	revfwd	interleave	single	355	357	0.01
2559	360	insertion	interleave	revfwd	single	32220	32220	0.00
2560	360	dinsertion	revfwd	fwdrev	single	32400	32400	0.00
2561	360	triple	fwdrev	interleave	single	169	216	0.24
2562	360	evenodd	interleave	revfwd	single	325	357	0.09
2563	360	swap	revfwd	forward	single	2621	2074	0.23
2564	120	merge	forward	reverse	single	120	119	0.01
2565	120	selection	reverse	interleave	single	3600	3600	0.00
2566	120	dinsertion	interleave	forward	single	3540	3540	0.00
2567	120	triple	forward	interleave	single	78	80	0.03
2568	120	dinsertion	interleave	forward	single	3540	3540	0.00
2569	120	swap	forward	fwdrev	single	504	510	0.01
2570	120	random	fwdrev	forward	single	3540	3540	0.00
2571	120	insertion	forward	reverse	single	7140	7140	0.00
2572	120	random	reverse	random	single	3643	3493	0.04
2573	120	evenodd	random	interleave	single	110	108	0.02
2574	120	insertion	interleave	revfwd	single	3540	3540	0.00
2575	120	quick	revfwd	forward	single	218	226	0.04
2576	120	random	forward	interleave	single	3540	3540	0.00
2577	120	merge	interleave	reverse	single	121	119	0.02
2578	60	triple	reverse	interleave	single	41	40	0.02
2579	60	evenodd	interleave	reverse	single	59	59	0.00
2580	30	quick	reverse	forward	single	43	43	0.00
2581	30	merge	forward	interleave	single	28	28	0.00
2582	30	quick	interleave	forward	single	46	44	0.04
2583	30	quick	forward	fwdrev	single	46	44	0.04
2584	90	random	fwdrev	interleave	single	1980	1980	0.00
2585	90	dinsertion	interleave	revfwd	single	1980	1981	0.00
2586	90	evenodd	revfwd	interleave	single	88	86	0.02
2587	90	quick	interleave	reverse	single	170	183	0.07
2588	180	dinsertion	reverse	revfwd	zipper	7920	7920	0.00
2589	180	merge	revfwd	reverse	zipper	178	178	0.00
2590	180	triple	revfwd	fwdrev	rightleft	179	179	0.00
2591	180	quick	fwdrev	revfwd	rightleft	248	239	0.04
2592	180	random	revfwd	fwdrev	rightleft	8010	8010	0.00
2593	180	random	fwdrev	revfwd	rightleft	8010	8010	0.00
2594	180	swap	revfwd	fwdrev	rightleft	944	956	0.01
2595	60	random	fwdrev	revfwd	rightleft	870	870	0.00
2596	60	triple	revfwd	fwdrev	rightleft	59	59	0.00
2597	60	insertion	fwdrev	revfwd	rightleft	870	870	0.00
2598	20	swap	revfwd	fwdrev	rightleft	46	45	0.02
2599	20	random	fwdrev	revfwd	rightleft	90	90	0.00
2600	40	swap	revfwd	fwdrev	rightleft	126	112	0.12
2601	120	evenodd	fwdrev	revfwd	rightleft	119	119	0.00
2602	120	evenodd	revfwd	fwdrev	rightleft	119	119	0.00
2603	120	quick	forward	reverse	zipper	117	117	0.00
2604	120	random	reverse	forward	zipper	6960	6960	0.00
2605	240	dinsertion	forward	fwdrev	zipper	14160	14160	0.00
2606	240	selection	fwdrev	forward	zipper	14160	14160	0.00
2607	240	insertion	forward	reverse	zipper	28320	28320	0.00
2608	240	merge	revfwd	fwdrev	rightleft	120	120	0.00
2609	240	quick	fwdrev	revfwd	rightleft	333	349	0.05
2610	240	merge	revfwd	fwdrev	rightleft	120	120	0.00
2611	240	selection	fwdrev	revfwd	rightleft	14280	14280	0.00
2612	240	selection	revfwd	fwdrev	rightleft	14280	14280	0.00
2613	720	triple	fwdrev	revfwd	rightleft	719	719	0.00
2614	720	random	reverse	forward	zipper	257760	257760	0.00
2615	360	evenodd	forward	revfwd	zipper	359	359	0.00
2616	180	random	revfwd	forward	single	8100	8100	0.00
2617	60	insertion	forward	revfwd	single	900	900	0.00
2618	120	triple	revfwd	reverse	zipper	80	80	0.00
2619	60	selection	reverse	revfwd	zipper	840	840	0.00
2620	60	swap	revfwd	reverse	zipper	140	149	0.06
2621	120	selection	reverse	fwdrev	zipper	3480	3480	0.00
2622	120	selection	fwdrev	revfwd	zipper	3480	3480	0.00
2623	60	quick	revfwd	fwdrev	single	111	114	0.03
2624	180	selection	fwdrev	forward	single	8010	8010	0.00
2625	180	insertion	forward	revfwd	single	8100	8100	0.00
2626	90	swap	revfwd	random	single	366	367	0.00
2627	90	quick	random	forward	single	174	168	0.04
2628	45	evenodd	forward	interleave	single	43	44	0.02
2629	45	triple	interleave	fwdrev	single	27	26	0.04
2630	15	random	fwdrev	revfwd	single	56	49	0.13
2631	15	swap	revfwd	fwdrev	single	33	23	0.36
2632	5	quick	fwdrev	forward	single	3	4	0.29
2633	5	quick	forward	revfwd	single	5	4	0.22
2634	5	dinsertion	revfwd	interleave	single	4	3	0.29
2635	5	random	interleave	forward	single	4	3	0.29
2636	10	swap	fwdrev	revfwd	rightleft	14	15	0.07
2637	5	triple	reverse	interleave	single	4	3	0.29
2638	5	quick	interleave	revfwd	single	5	4	0.22
2639	5	insertion	revfwd	reverse	single	4	4	0.00
2640	5	merge	reverse	fwdrev	single	3	3	0.00
2641	15	random	fwdrev	random	single	47	73	0.43
2642	15	swap	random	reverse	single	27	33	0.20
2643	45	quick	reverse	revfwd	single	77	72	0.07
2644	45	insertion	revfwd	interleave	single	484	484	0.00
2645	45	random	interleave	random	single	472	510	0.08
2646	45	dinsertion	random	interleave	single	501	508	0.01
2647	45	random	interleave	forward	single	484	486	0.00
2648	45	selection	forward	fwdrev	single	484	484	0.00
2649	90	selection	fwdrev	forward	single	1980	1980	0.00
2650	180	random	fwdrev	revfwd	rightleft	8010	8010	0.00
2651	180	merge	revfwd	fwdrev	rightleft	90	90	0.00
2652	90	swap	fwdrev	revfwd	rightleft	383	384	0.00
2653	30	random	revfwd	fwdrev	rightleft	210	210	0.00
2654	30	quick	fwdrev	revfwd	rightleft	39	41	0.05
2655	30	quick	revfwd	fwdrev	rightleft	39	41	0.05
2656	15	insertion	forward	interleave	single	49	49	0.00
2657	15	triple	interleave	random	single	8	10	0.22
2658	15	dinsertion	random	forward	single	49	48	0.02
2659	15	triple	forward	revfwd	single	10	10	0.00
2660	5	triple	revfwd	interleave	single	2	2	0.00
2661	5	random	interleave	forward	single	4	4	0.00
2662	15	dinsertion	forward	reverse	single	105	98	0.07
2663	5	selection	reverse	forward	single	10	10	0.00
2664	15	random	forward	interleave	single	49	49	0.00
2665	15	random	interleave	revfwd	single	49	49	0.00
2666	5	selection	revfwd	interleave	single	4	4	0.00
2667	5	random	interleave	fwdrev	single	4	4	0.00
2668	5	triple	fwdrev	reverse	single	3	3	0.00
2669	10	merge	revfwd	fwdrev	rightleft	5	5	0.00
2670	30	evenodd	fwdrev	revfwd	rightleft	29	29	0.00
2671	30	quick	revfwd	fwdrev	rightleft	39	41	0.05
2672	60	quick	fwdrev	revfwd	rightleft	81	85	0.05
2673	60	quick	reverse	fwdrev	zipper	93	88	0.06
2674	180	random	fwdrev	revfwd	zipper	7920	7920	0.00
2675	60	evenodd	revfwd	reverse	zipper	58	58	0.00
2676	20	dinsertion	reverse	fwdrev	zipper	80	80	0.00
2677	20	selection	fwdrev	revfwd	zipper	80	80	0.00
2678	40	selection	revfwd	forward	zipper	360	360	0.00
2679	80	quick	forward	reverse	zipper	78	76	0.03
2680	80	dinsertion	reverse	revfwd	zipper	1520	1520	0.00
2681	40	swap	revfwd	reverse	single	113	110	0.03
2682	40	quick	reverse	interleave	single	59	62	0.05
2683	40	insertion	interleave	revfwd	single	380	380	0.00
2684	40	random	revfwd	forward	single	400	400	0.00
2685	80	quick	fwdrev	revfwd	rightleft	109	107	0.02
2686	40	quick	revfwd	fwdrev	rightleft	53	51	0.04
2687	40	swap	fwdrev	revfwd	rightleft	124	135	0.08
2688	20	triple	reverse	interleave	single	13	13	0.00
2689	20	triple	interleave	fwdrev	single	10	11	0.10
2690	40	evenodd	fwdrev	revfwd	single	39	39	0.00
2691	20	dinsertion	revfwd	fwdrev	single	100	100	0.00
2692	20	merge	fwdrev	revfwd	single	10	10	0.00
2693	20	insertion	revfwd	interleave	single	90	90	0.00
2694	20	triple	interleave	reverse	single	13	13	0.00
2695	40	selection	reverse	forward	single	780	780	0.00
2696	80	swap	forward	revfwd	zipper	254	254	0.00
2697	40	merge	revfwd	reverse	zipper	38	38	0.00
2698	20	random	reverse	fwdrev	zipper	80	80	0.00
2699	20	insertion	fwdrev	reverse	zipper	80	80	0.00
2700	20	evenodd	reverse	revfwd	zipper	18	18	0.00
2701	20	evenodd	revfwd	forward	zipper	19	19	0.00
2702	20	dinsertion	forward	revfwd	zipper	80	80	0.00
2703	20	merge	revfwd	fwdrev	zipper	10	10	0.00
2704	20	swap	fwdrev	reverse	zipper	23	26	0.12
2705	10	selection	reverse	revfwd	single	20	20	0.00
2706	10	triple	revfwd	forward	single	7	7	0.00
2707	10	selection	forward	fwdrev	single	20	20	0.00
2708	30	evenodd	fwdrev	forward	single	28	28	0.00
2709	10	insertion	forward	reverse	single	45	45	0.00
2710	5	dinsertion	reverse	forward	single	10	8	0.22
2711	5	merge	forward	reverse	single	4	4	0.00
2712	15	random	reverse	revfwd	single	49	49	0.00
2713	30	selection	revfwd	fwdrev	single	225	225	0.00
2714	30	triple	fwdrev	revfwd	single	29	29	0.00
2715	30	random	revfwd	random	single	208	215	0.03
2716	30	insertion	random	forward	single	222	188	0.17
2717	15	evenodd	forward	interleave	single	13	14	0.07
2718	15	insertion	interleave	reverse	single	56	56	0.00
2719	30	selection	revfwd	fwdrev	rightleft	210	210	0.00
2720	30	evenodd	fwdrev	revfwd	rightleft	29	29	0.00
2721	60	random	revfwd	fwdrev	rightleft	870	870	0.00
2722	30	triple	forward	random	single	17	18	0.06
2723	30	selection	random	fwdrev	single	210	209	0.00
2724	30	quick	fwdrev	reverse	single	45	43	0.05
2725	30	merge	reverse	fwdrev	single	16	16	0.00
2726	60	random	fwdrev	random	single	856	943	0.10
2727	60	dinsertion	random	revfwd	single	881	855	0.03
2728	180	triple	revfwd	random	single	94	95	0.01
2729	180	dinsertion	random	fwdrev	single	7888	7467	0.05
2730	180	selection	fwdrev	reverse	single	8100	8100	0.00
2731	360	selection	reverse	interleave	single	32400	32400	0.00
2732	360	quick	interleave	revfwd	single	863	870	0.01
2733	360	dinsertion	revfwd	fwdrev	single	32400	32400	0.00
2734	360	triple	fwdrev	forward	single	243	240	0.01
2735	120	dinsertion	forward	revfwd	single	3600	3600	0.00
2736	60	quick	revfwd	reverse	single	97	102	0.05
2737	60	selection	reverse	revfwd	single	870	870	0.00
2738	60	insertion	revfwd	forward	single	900	900	0.00
2739	20	quick	forward	reverse	single	28	28	0.00
2740	20	insertion	reverse	revfwd	single	90	90	0.00
2741	60	swap	revfwd	fwdrev	single	216	206	0.05
2742	60	random	fwdrev	forward	single	870	870	0.00
2743	30	insertion	forward	interleave	single	210	210	0.00
2744	30	dinsertion	interleave	revfwd	single	210	211	0.00
2745	30	dinsertion	revfwd	fwdrev	single	225	225	0.00
2746	30	dinsertion	fwdrev	revfwd	single	225	225	0.00
2747	15	insertion	revfwd	forward	single	56	56	0.00
2748	30	evenodd	fwdrev	revfwd	rightleft	29	29	0.00
2749	15	quick	reverse	fwdrev	single	20	16	0.22
2750	5	selection	fwdrev	forward	single	4	4	0.00
2751	10	merge	forward	fwdrev	single	8	10	0.22
2752	20	evenodd	fwdrev	revfwd	zipper	19	19	0.00
2753	10	quick	revfwd	forward	single	13	13	0.00
2754	20	selection	forward	revfwd	zipper	80	80	0.00
2755	40	selection	revfwd	fwdrev	zipper	360	360	0.00
2756	40	insertion	fwdrev	reverse	zipper	360	360	0.00
2757	40	selection	reverse	fwdrev	zipper	360	360	0.00
2758	80	merge	fwdrev	revfwd	zipper	40	40	0.00
2759	80	quick	revfwd	reverse	zipper	96	92	0.04
2760	80	merge	reverse	fwdrev	zipper	41	41	0.00
2761	80	quick	fwdrev	reverse	zipper	112	107	0.05
2762	240	evenodd	reverse	fwdrev	zipper	239	239	0.00
2763	80	quick	fwdrev	revfwd	zipper	94	90	0.04
2764	240	evenodd	revfwd	forward	zipper	239	239	0.00
2765	120	dinsertion	forward	fwdrev	single	3540	3540	0.00
2766	120	swap	fwdrev	forward	single	510	490	0.04
2767	120	triple	forward	fwdrev	single	79	80	0.01
2768	360	random	fwdrev	forward	single	32220	32220	0.00
2769	120	quick	forward	fwdrev	single	255	248	0.03
2770	60	merge	fwdrev	reverse	single	59	59	0.00
2771	60	quick	reverse	forward	single	88	88	0.00
2772	60	triple	forward	revfwd	single	40	40	0.00
2773	60	merge	revfwd	fwdrev	single	30	30	0.00
2774	60	swap	fwdrev	interleave	single	221	200	0.10
2775	60	dinsertion	interleave	fwdrev	single	870	870	0.00
2776	60	dinsertion	fwdrev	reverse	single	900	900	0.00
2777	120	dinsertion	reverse	forward	zipper	6960	6960	0.00
2778	60	random	forward	fwdrev	zipper	840	840	0.00
2779	60	merge	fwdrev	forward	zipper	58	58	0.00
2780	30	random	forward	random	single	208	289	0.33
2781	30	quick	random	revfwd	single	45	50	0.11
2782	30	merge	revfwd	interleave	single	27	28	0.04
2783	30	random	interleave	revfwd	single	210	211	0.00
2784	30	triple	revfwd	interleave	single	18	19	0.05
2785	30	swap	interleave	reverse	single	73	79	0.08
2786	30	selection	reverse	forward	single	435	435	0.00
2787	60	insertion	fwdrev	revfwd	rightleft	870	870	0.00
2788	60	selection	revfwd	fwdrev	rightleft	870	870	0.00
2789	60	quick	fwdrev	revfwd	rightleft	81	85	0.05
2790	20	dinsertion	revfwd	fwdrev	rightleft	90	90	0.00
2791	40	merge	fwdrev	revfwd	rightleft	20	20	0.00
2792	40	random	revfwd	fwdrev	rightleft	380	380	0.00
2793	40	evenodd	fwdrev	revfwd	rightleft	39	39	0.00
2794	120	dinsertion	revfwd	fwdrev	rightleft	3540	3540	0.00
2795	120	merge	fwdrev	revfwd	rightleft	60	60	0.00
2796	60	random	reverse	random	single	900	1039	0.14
2797	60	swap	random	forward	single	223	185	0.19
2798	180	swap	forward	revfwd	single	876	878	0.00
2799	60	triple	revfwd	reverse	single	40	40	0.00
2800	120	dinsertion	reverse	forward	single	7140	7140	0.00
2801	120	quick	forward	revfwd	single	247	240	0.03
2802	120	quick	revfwd	reverse	single	225	232	0.03
2803	240	insertion	reverse	forward	zipper	28320	28320	0.00
2804	80	triple	forward	revfwd	zipper	53	54	0.02
2805	80	quick	revfwd	reverse	zipper	96	92	0.04
2806	80	quick	reverse	forward	zipper	78	76	0.03
2807	40	selection	forward	revfwd	zipper	360	360	0.00
2808	20	selection	revfwd	forward	zipper	80	80	0.00
2809	20	evenodd	forward	reverse	zipper	20	20	0.00
2810	20	triple	revfwd	fwdrev	rightleft	19	19	0.00
2811	20	triple	fwdrev	revfwd	rightleft	19	19	0.00
2812	20	selection	revfwd	fwdrev	rightleft	90	90	0.00
2813	10	swap	forward	revfwd	single	14	11	0.24
2814	10	selection	revfwd	forward	single	25	25	0.00
2815	10	evenodd	forward	reverse	single	10	10	0.00
2816	20	insertion	revfwd	fwdrev	rightleft	90	90	0.00
2817	10	merge	forward	fwdrev	single	8	10	0.22
2818	10	evenodd	fwdrev	forward	single	8	8	0.00
2819	10	selection	forward	fwdrev	single	20	20	0.00
2820	10	dinsertion	fwdrev	reverse	single	25	25	0.00
2821	10	dinsertion	reverse	revfwd	single	20	20	0.00
2822	5	dinsertion	revfwd	interleave	single	4	3	0.29
2823	5	quick	interleave	revfwd	single	5	5	0.00
2824	5	random	revfwd	interleave	single	4	4	0.00
2825	5	random	interleave	random	single	5	6	0.18
2826	5	quick	random	interleave	single	5	4	0.22
2827	5	triple	interleave	random	single	2	2	0.00
2828	5	dinsertion	random	fwdrev	single	6	2	1.00
2829	15	dinsertion	fwdrev	reverse	single	56	55	0.02
2830	5	merge	reverse	forward	single	4	4	0.00
2831	15	insertion	forward	reverse	single	105	105	0.00
2832	5	triple	reverse	revfwd	single	3	2	0.40
2833	15	dinsertion	revfwd	reverse	single	49	49	0.00
2834	30	selection	reverse	fwdrev	single	225	225	0.00
2835	10	evenodd	fwdrev	revfwd	single	9	9	0.00
2836	20	triple	revfwd	fwdrev	zipper	19	19	0.00
2837	40	swap	fwdrev	forward	zipper	76	80	0.05
2838	40	swap	forward	revfwd	zipper	95	92	0.03
2839	120	random	revfwd	reverse	zipper	3480	3480	0.00
2840	120	quick	revfwd	fwdrev	rightleft	164	173	0.05
2841	120	selection	fwdrev	revfwd	rightleft	3540	3540	0.00
2842	120	swap	revfwd	fwdrev	rightleft	556	571	0.03
2843	360	evenodd	fwdrev	revfwd	rightleft	359	359	0.00
2844	360	evenodd	revfwd	fwdrev	rightleft	359	359	0.00
